Name	Set	ImageFile	Number	Pack	Type	Sphere	Unique	Traits	Cost	Willpower	Attack	Defense	Health	Encounter Set	Threat	Engagement Cost	Quest Points	Victory Points	OCTGN ID	Setup	Quantity	Text	Shadow
Gathering Forces	TACN	TACN0008	8	Ringmaker - Nightmare	Treachery									The Antlered Crown - Nightmare					12429164-0155-45e4-aa1c-e94292084bdf			When Revealed: Add the top 2 cards of the Raven Deck to the staging area. If any player has 5 or more cards in hand, this effect cannot be canceled.	Put the top card of the Raven deck into play, engaged with you.
Arwen Undomiel	TDR	TDR0140	140	The Dread Realm	Hero	Spirit	‰	Noldor. Noble.	9	3	1	2	3						21f0ac18-21ea-44b7-b67b-4d1c5baaae0f			Action: Discard a card from your hand to add 1 resource to a Noldor hero's resource pool, or to Aragorn's resource pool. (Limit once per round.)	
Eothain	TDR	TDR0141	141	The Dread Realm	Ally	Leadership	‰	Rohan. Warrior.	4	2	2	1	3						fdabde61-0341-4dae-9a9b-de9f0b955078			Response: After a Rohan ally is discarded from play by a card effect, ready Éothain.	
Sword of Numenor	TDR	TDR0142	142	The Dread Realm	Attachment	Leadership		Item. Weapon.	1										8a6566b1-2425-442b-8e44-f8a3aa4590fe			Attached hero gets +1 Û.Response: After attached hero participates in an attack that destroys an enemy with 5 or more printed hit points, exhaust Sword of Númenor to add 1 resource to attached hero’s resource pool.	
Fornost Bowman	TDR	TDR0143	143	The Dread Realm	Ally	Tactics		Dúnedain. Ranger.	3	1	1	1	3						40efacf7-f3c1-434b-b31f-42b3721c90c0			Fornost Bowman gets +1 Û for each enemy engaged with you.	
Hour of Wrath	TDR	TDR0144	144	The Dread Realm	Event	Tactics			4										f88c0606-5076-4df7-beed-a7182af0dece			Action: Choose a hero. Until the end of the phase, the chosen hero does not exhaust to attack or defend.Valour Action: Until the end of the phase, heroes do not exhaust to attack or defend.	
Elven-light	TDR	TDR0145	145	The Dread Realm	Event	Spirit			1										abebff49-8219-4ae0-bd26-266db57bdfc3			Action: Return Elven-light to your hand from your discard pile. Then, draw 1 card.	
Tale of Tinuviel	TDR	TDR0146	146	The Dread Realm	Event	Spirit		Song.	1										4d71af80-33cd-4df8-b6da-c479c8a3ae74			Action: Exhaust a Noldor character to ready a Dúnedain character, or vice-versa. Until the end of the phase, add the exhausted character’s printed Ò to the other character’s Ò, Û, and Ú.	
Galadhrim Healer	TDR	TDR0147	147	The Dread Realm	Ally	Lore		Silvan. Healer.	2	1	0	1	1						f9865446-f3a4-4a9f-bb1e-68565720511b			Response: After Galadhrim Healer enters play, choose a player. Heal 1 damage from each hero controlled by that player.	
Weather-stained Cloak	TDR	TDR0148	148	The Dread Realm	Attachment	Lore		Item.	0										2e156c1b-5227-4dfd-a076-ee9b236c86da			While attached character is committed to the quest, Weather-stained Cloak gains: “Response: Exhaust Weather-stained Cloak to cancel 1 point of damage just dealt to attached character.”	
Sword-thain	TDR	TDR0149	149	The Dread Realm	Attachment	Neutral	‰	Title.	4										59cd2c5f-1986-4065-ad2c-8423d6b200e2			Attached character loses the ally card type and gains the hero card type.	
The Catacombs of Carn Dum	TDR	TDR0150A,TDR0150B	150	The Dread Realm	Quest				1					The Dread Realm		A			e2f901ad-f5bc-4d29-b6c3-50c261e5668a	ttt		Setup: Set Daechanar and Altar of Midwinter aside, out of play. Each player reveals an encounter card from the top of the encounter deck. Each player reanimates the top card of his deck.	
Angmar Awakened	TDR	TDR0151A,TDR0151B	151	The Dread Realm	Quest				2					The Dread Realm		A			b7c19049-9587-48bc-8807-5cc7334399b9			When Revealed: Add Daechanar to the staging area. Make Altar of Midwinter the active location, returning any previously active location to the staging area. Each player reanimates the top card of his deck.	
Daechanars Fall	TDR	TDR0152A,TDR0152B	152	The Dread Realm	Quest				3					The Dread Realm		A			73969b8e-9591-4ab0-bd28-75c7780875b0			When Revealed: If there are less than X locations in the staging area, search the encounter deck and discard pile and add locations to the staging area until there are X locations in staging area. X is the number of players in the game.	
Daechanar	TDR	TDR0153	153	The Dread Realm	Enemy		‰	Undead. Dúnedain. Sorcerer.			4	5	12	The Dread Realm	5	1		10	8bb270a0-72b4-49d5-a4d3-a962edd5f67b			Cannot have attachments.Daechanar gets +1 Û for each Sorcery card in play, and gains indestructible while at least 1 Sorcery card is in play.Forced: When Daechanar is damaged, if there is at least 1 Sorcery card in play, cancel all damage just dealt and remove a Sorcery card from the game.	
Altar of Midwinter	TDR	TDR0154	154	The Dread Realm	Location		‰	Carn Dûm. Underground.						The Dread Realm	5		9	5	1cdc36d4-fd78-4ebe-850b-13f24ee73244			Forced: At the end of the staging step, the first player must either reveal 1 additional card from the encounter deck, or reanimate the top card of his deck.	
Dwimmerlaik	TDR	TDR0155	155	The Dread Realm	Enemy			Undead. Wraith.			5	0	9	The Dread Realm	4	34			0771f1dc-4baa-4181-9344-4ddd1e59136b			Forced: After Dwimmerlaik attacks and destroys a character, the defending player reanimates that character and deals it 1 shadow card.	Shadow: If this attack destroys a character, reanimate that character and deal it 1 shadow card.
Witch of Angmar	TDR	TDR0156	156	The Dread Realm	Enemy			Undead. Sorcerer.			2	2	4	The Dread Realm	3	26			8b7c17f3-09d1-45a4-93ff-3b17a3285f35			Forced: When you resolve shadow cards dealt to Witch of Angmar, if they have the Sorcery trait, resolve their “when revealed” effects. (Resolve any shadow effects first.)	
Wraith of Carn Dum	TDR	TDR0157	157	The Dread Realm	Enemy			Undead. Wraith.			4	0	5	The Dread Realm	2	18			160c8dcb-baa1-4176-9308-7328e500d62e			Forced: When Wraith of Carn Dûm leaves play, attach it to a character in play. (Counts as a Sorcery attachment with the text: “Attached character has –1 Ò, –1 Û, and –1 Ú. If the attached character leaves play, return Wraith of Carn Dûm to the staging area as an enemy.”)	
Sinister Dungeon	TDR	TDR0158	158	The Dread Realm	Location			Carn Dûm. Underground.						The Dread Realm	4		1		ee30a928-cdf8-40c0-87b3-13115bc16cd3			Forced: When Sinister Dungeon is explored, the first player reanimates a random card from his hand and deals Sinister Dungeon to it as a shadow card.	Shadow: Discard the top 2 cards of the encounter deck. Resolve the “when revealed” effects of each Sorcery card discarded by this effect.
Tombs of Carn Dum	TDR	TDR0159	159	The Dread Realm	Location			Carn Dûm. Underground.						The Dread Realm	3		3		06c4f297-b2a4-43a6-8d56-aa3385da3b69			Forced: At the end of the round, discard the top card of each player’s deck. Each player must reanimate each ally discarded by this effect.Travel: Deal 1 shadow card to each Undead enemy in play to travel here.	
Dark Halls	TDR	TDR0160	160	The Dread Realm	Location			Carn Dûm. Underground.						The Dread Realm	2		4		432c306a-7a68-45f9-8621-d7ea2126ae0b			While Dark Halls is in the staging area, each Reanimated Dead gets +1 Û and +1 Ú.	Shadow: If there is a copy of the defending character in your discard pile, reanimate it and deal it 1 shadow card.
Unholy Crypt	TDR	TDR0161	161	The Dread Realm	Location			Carn Dûm. Underground.						The Dread Realm	1		7		3385b644-5fd6-4473-9fec-45d7262f5824			Unholy Crypt gets +1 $ for each Reanimated Dead in play.	Shadow: If this attack destroys a character, reanimate that character and deal it 1 shadow card.
Possession	TDR	TDR0162	162	The Dread Realm	Treachery			Sorcery.						The Dread Realm					fb40f70e-0d36-4d18-ae51-23be5f1a3260			When Revealed: Destroy the highest cost ally in play. That ally’s controller reanimates that character, adds it to the staging area, and attaches Possession to it. (Counts as a Condition attachment with the text: “If Possession is discarded, the attached card is also discarded.”)	
A Fell Dread	TDR	TDR0163	163	The Dread Realm	Treachery			Sorcery.						The Dread Realm					e2e8fe14-f019-4fd9-af2c-81f1a4282660			When Revealed: The player with the highest threat must attach A Fell Dread to a hero he controls without A Fell Dread attached. (Counts as a Condition attachment with the text: “Attached hero’s Ò is reduced to 0. During the quest phase, attached hero must commit to the quest, if able.”)	
Death and Calamity	TDR	TDR0164	164	The Dread Realm	Treachery			Sorcery.						The Dread Realm					205f938d-8dc8-4366-adc0-35897aaef600			When Revealed: Attach Death and Calamity to the current quest. Then, the first player reanimates the top X cards of his deck, where X is the number of copies of Death and Calamity in play.	Shadow: Attacking enemy gets +X Û, where X is the number of Sorcery cards in play.
The Dread Realm	TDR	TDR0999	999	The Dread Realm	Rules									The Dread Realm					74f12c0b-6c63-4b2e-a15f-41b179b9dec9				
Kahliel	M	M0001	1	The Mûmakil	Hero	Leadership		Harad. Noble. 	10	2	2	2	4						ae49dd35-f2c7-4ab5-b34d-0cc8e5fb1f6e			You may use resources from Kahliel’s pool to pay for Harad ally cards of any sphere.	
Andrath Guardsman	M	M0002	2	The Mûmakil	Ally	Leadership		Dunedain. Ranger. 	2	1	0	1	2						f5bf16fb-3244-40a4-8800-3e38c979c18c			Response: After you play Andrath Guardsman from your hand, choose a non-unique enemy engaged with you. That enemy cannot attack you this round. 	
Prepare for Battle	M	M0003	3	The Mûmakil	Side Quest	Leadership			1								6		8ad1cefa-21c5-435c-8865-6417de0e5ba6			Response: At the beginning of the quest phase, search the top 5 cards of the encounter deck for an enemy and put it into play engaged with you. Then, reveal one less encounter card this phase (to a minimum of 0). Shuffle the encounter deck.	
Yazan	M	M0004	4	The Mûmakil	Ally	Tactics		Harad. Ranger. 	5	2	3	1	3						1a71163f-eeb4-4992-bd9c-83349d93cd58			Response: After Yazan is declared as an attacker, deal 1 damage to a non-unique enemy in play. (Limit once per phase.) 	
Wait No Longer	M	M0005	5	The Mûmakil	Event	Tactics			2										e73ef9d3-e2a1-400b-9ed7-bfdfd0a3bc2a			Response: At the beginning of the staging step, search the top 5 cards of the encounter deck for an enemy and put it into play engaged with you. Then, reveal 1 less encounter card this phase (to a minimum of 0). Shuffle the encounter deck. 	
Jubayr	M	M0006	6	The Mûmakil	Ally	Spirit		Harad. Warrior. 	5	1	2	3	3						ba6d53fd-277c-4796-814b-ada9ff23cafd			Response: After Jubayr exhausts to defend an attack, discard 1 facedown shadow card from a non-unique enemy. (Limit once per phase.) 	
Dwarf Pipe	M	M0007	7	The Mûmakil	Attachment	Spirit		Item. Pipe. 	1										86e1977f-0a24-46c8-a7ee-d5d78410f1a3			Attach to a Dwarf character. Limit 1 per character.	
Firyal	M	M0008	8	The Mûmakil	Ally	Lore		Harad. Scout.	5	3	1	2	3						43622914-dd7f-4990-89d3-7f1ce7a6525f			Response: After Firyal commits to the quest, look at the top card of the encounter deck. Then, you may discard the looked at card. 	
Coney in a Trap	M	M0009	9	The Mûmakil	Event	Lore			1										2002b5d3-57b1-429a-a19a-2d10a564bc31			Play only if you control a unique character with the Ranger trait and another unique character with the Warrior trait.	
Kahliels Headdress	M	M0010	10	The Mûmakil	Attachment	Neutral		Artifact. Item.	3										f49d9b7f-bdb6-4f2c-8b25-42b07c60a2f3			Attach to Kahliel. Restricted.	
Horse-hair Lasso	M	M0011	11	The Mûmakil	Objective			Capture. 						The Mûmakil				1	f16aabcd-6a98-4e4a-89ca-0f0d69407d85			Response: After the attached enemy is dealt any amount of damage, the engaged player shuffles his deck and discards the top card. If the discarded card’s cost is equal to or greater than the attached enemy’s remaining hit points, add Horse-hair Lasso and attached enemy to the victory display. 	
Poisoned Spear	M	M0012	12	The Mûmakil	Objective			Capture. 						The Mûmakil				1	c08310b6-5201-4c70-975e-61a2e7ff329b			Response: After the players quest successfully, the engaged player discards the top card of the encounter deck. If the discarded card’s $ is equal to or greater than the attached enemy’s remaining hit points, add Poisoned Spear and attached enemy to the victory display. 	
Pit Trap	M	M0013	13	The Mûmakil	Objective			Capture. 						The Mûmakil				1	4a5c11eb-44b8-4c6e-a9fa-83112dbd57c0			Response: After the players travel to a location, if the active location’s printed $ is equal to or greater than the attached enemy’s remaining hit points, the engaged player adds Pit Trap and attached enemy to the victory display. 	
Noose of Vines	M	M0014	14	The Mûmakil	Objective			Capture. 						The Mûmakil				1	fc351b81-fc50-40a5-9f94-7ab885cb7a8c			Response: After a character defends an attack against the attached enemy, if the defending character has more remaining hit points than the attached enemy, add Noose of Vines and attached enemy to the victory display. 	
Wild Mumak	M	M0015	15	The Mûmakil	Enemy			Creature. Mumak. 			6	3	9	The Mûmakil	3	40		3	f35e7236-2e03-4e03-aa92-7c4803e79acf			 Immune to player card effects.Cannot take more than 3 damage each round.	
Harad Tiger	M	M0016	16	The Mûmakil	Enemy			Creature. 			4	3	5	The Mûmakil	4	0			e6d7da0a-eb6d-429b-b9f9-e32027866d1b			Cannot be optionally engaged.	
Territorial Ape	M	M0017	17	The Mûmakil	Enemy			Creature. 			2	2	4	The Mûmakil	2	35			257ffa68-7458-4f3c-bc7e-8d46b27cd837			Territorial Ape gets +X $ and + X Û, where X is the $ of the active location. 	Shadow: Attacking enemy gets +1 Û (+2 Û instead if a location was explored this round). 
Strangling Python	M	M0018	18	The Mûmakil	Enemy			Creature. 			3	1	3	The Mûmakil	1	25			60e40838-a6f2-4dbd-8ed2-88ba94d9ac0b			Forced: After Strangling Python damages a character, attach it to that character. (Counts as a Condition attachment with the text: “Attached character cannot ready.”) 	
Giant Centipede	M	M0019	19	The Mûmakil	Enemy			Creature. 			3	1	2	The Mûmakil	3	30			737724a5-2603-40b0-8a0b-4e72dbb3775e			Forced: After Giant Centipede damages a character, treat that character’s text box as if it were blank until the end of the round (except for Traits). 	Shadow: Treat the defending character’s text box as blank until the end of the round. 
Mumak Trail	M	M0020	20	The Mûmakil	Location			Forest. 						The Mûmakil	2		3		6651f8a6-e442-4eba-a8b5-13fab4c1e93c			While Mumak Trail is the active location, it gains: “Response: When Mumak Trail leaves play as an explored location, search the encounter deck and discard pile for a Wild Mumak and add it to the staging area. Shuffle the encounter deck.”	
